,code,geocode,name,lat,lng,prov_id,tambon_name,amphoe_name,province_name,basin,name_e,tambon_name_e,amphoe_name_e,province_name_e,wl_offset,station_type,left_bank,right_bank,ground_level,rid_critical_level
147,NKO002,800611.0,เชียรใหญ่,8.08925,100.12788,80.0,การะเกด,เชียรใหญ่,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันออก,Nakhon Si Thammarat 2,Karaket,Chian Yai,Nakhon Si Thammarat,0.0,W,3.564,3.515,-11.456,
148,NKO003,801801.0,ถ้ำพรรณรา,8.39126,99.39515,80.0,ถ้ำพรรณรา,ถ้ำพรรณรา,นครศรีธรรมราช,แม่น้ำตาปี,Nakhon Si Thammarat 3,Tham Phannara,Tham Phannara,Nakhon Si Thammarat,13.336,W,20.854,21.854,10.436,
149,NKO004,801106.0,ทุ่งใหญ่,8.41452,99.24983,80.0,บางรูป,ทุ่งใหญ่,นครศรีธรรมราช,แม่น้ำตาปี,Nakhon Si Thammarat 4,Bang Rup,Thung Yai ,Nakhon Si Thammarat,4.82,W,16.24,16.56,9.62,
150,NPI001,800806.0,ท่าศาลา,8.786807443,99.9112705,80.0,สระแก้ว,ท่าศาลา,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันออก,Nop Phi Tam 1,Sa Kaeo,Tha Sala,Nakhon Si Thammarat,0.0,W,7.492,3.24,-0.928,
151,NPI002,800806.0,นบพิตำ,8.72007,99.79544,80.0,สระแก้ว,ท่าศาลา,นครศรีธรรมราช,ภาคใต้ฝั่งตะวันออก,Nop Phi Tam 2,Sa Kaeo,Tha Sala,Nakhon Si Thammarat,0.0,W,23.109,24.18,13.448,
152,NYK000,260409.0,องครักษ์,14.11363,101.01955,26.0,องครักษ์,องครักษ์,นครนายก,แม่น้ำบางปะกง,Ongkharak,Ongkharak,Ongkharak,Nakhon Nayok,0.0,W,4.797,2.512,-3.96,
153,NYK001,260309.0,สะพานวังแก่ง,14.36487,101.090275,26.0,เขาเพิ่ม,บ้านนา,นครนายก,แม่น้ำบางปะกง,Wong Kaeng Bridge,Khao Phoem,Ban Na,Nakhon Nayok,0.0,W,,,86.46164426877469,
154,NYK008,260109.0,สะพานเขานางบวช,14.24578,101.27438,26.0,ศรีนาวา,เมืองนครนายก,นครนายก,แม่น้ำบางปะกง,Khao Nang Buat Bridge,Si Nawa,Mueang Nakhon Nayok,Nakhon Nayok,0.0,W,,,86.46164426877469,
155,NYK014,250603.0,สะพานโยธกา,13.974944,101.1430784,25.0,บางเตย,บ้านสร้าง,ปราจีนบุรี,แม่น้ำบางปะกง,Yothaka Bridge,Bang Toei,Ban Sang,Prachin Buri,0.0,W,,,86.46164426877469,
156,PAI001,580104.0,เมืองแม่ฮ่องสอน,19.36708,97.96655,58.0,ปางหมู,เมืองแม่ฮ่องสอน,แม่ฮ่องสอน,แม่น้ำสาละวิน,Pai 1,Pang Mu,Mueang Mae Hong Son,Mae Hong Son,0.0,W,208.492,208.882,200.26,
157,PAI002,580302.0,ปาย,19.37391,98.43965,58.0,เวียงเหนือ,ปาย,แม่ฮ่องสอน,แม่น้ำสาละวิน,Pai 2,Wian Nuea,Pai,Mae Hong Son,0.0,W,506.531,506.657,499.607,
158,PAS001,670301.0,หล่มสัก,16.78158,101.246569,67.0,หล่มสัก,หล่มสัก,เพชรบูรณ์,แม่น้ำป่าสัก,Pa Sak 1,Lom Sak,Lom Sak,Phetchabun,0.0,W,143.642,143.672,138.46,
159,PAS002,670104.0,เมืองเพชรบูรณ์,16.44798,101.1702,67.0,สะเดียง,เมืองเพชรบูรณ์,เพชรบูรณ์,แม่น้ำป่าสัก,Pa Sak 2,Sadiang,Mueang Phetchabun,Phetchabun,0.0,W,115.896,115.958,109.95,
160,PAS003,670702.0,หนองไผ่,16.11507,101.09705,67.0,นาเฉลียง,หนองไผ่,เพชรบูรณ์,แม่น้ำป่าสัก,Pa Sak 3,Na Chaliang,Nong Phai,Phetchabun,0.0,W,93.567,94.169,87.62,
161,PAS004,670501.0,วิเชียรบุรี,15.6558576,101.100768,67.0,ท่าโรง,วิเชียรบุรี,เพชรบูรณ์,แม่น้ำป่าสัก,Pa Sak 4,Tha Rong,Wichian Buri,Phetchabun,0.0,W,67.77,67.378,56.941,
162,PAS005,160417.0,ชัยบาดาล,15.263862,101.192375,16.0,นิคมลำนารายณ์,ชัยบาดาล,ลพบุรี,แม่น้ำป่าสัก,Pa Sak 5,Nikhon Lam Narai,Chai Badan,Lop Buri,0.0,W,46.973,43.256,34.02,
163,PAS006,191201.0,วังม่วง,14.74093,101.05972,19.0,แสลงพัน,วังม่วง,สระบุรี,แม่น้ำป่าสัก,Pa Sak 6,Saleang Phan,Wang Muang,Saraburi,0.0,W,24.838,21.173,9.56,
164,PAS007,190101.0,เมืองสระบุรี,14.557736,100.923809,19.0,ปากเพรียว,เมืองสระบุรี,สระบุรี,แม่น้ำป่าสัก,Pa Sak 7,Pak Phriao,Mueang Saraburi,Saraburi,0.0,W,11.224,14.417,-0.25,
165,PAS008,140201.0,ท่าเรือ,14.5601888,100.7198464,14.0,ท่าเรือ,ท่าเรือ,พระนครศรีอยุธยา,แม่น้ำป่าสัก,Pa Sak 8,Tha Ruea,Tha Ruea,Phra Nakhon Si Ayutthaya,0.0,W,8.789,6.72,-4.17,
166,PAS009,140303.0,นครหลวง,14.403124,100.586504,14.0,บ่อโพง,นครหลวง,พระนครศรีอยุธยา,แม่น้ำป่าสัก,Pa Sak 9,Bo Phong,Nakhon Luang,Phra Nakhon Si Ayutthaya,0.0,W,4.405,3.877,-6.03,
167,PAT001,950301.0,บันนังสตา,6.262164271,101.2682331,95.0,บันนังสตา,บันนังสตา,ยะลา,แม่น้ำปัตตานี,Patthani 1,Bannang Sata,Bannang Sata,Yala,0.0,W,,,86.46164426877469,
168,PAT002,950118.0,เมืองยะลา,6.675272721,101.2864094,95.0,ตาเซะ,เมืองยะลา,ยะลา,แม่น้ำปัตตานี,Patthani 2,Tase,Mueang Yala,Yala,0.0,W,13.85,13.85,1.74,
169,PCH001,760112.0,เมืองเพชรบุรี,13.085558,99.943699,76.0,ต้นมะม่วง,เมืองเพชรบุรี,เพชรบุรี,แม่น้ำเพชรบุรี,Petch Buri 1,Ton Mamuang,Mueang Phetchaburi,Phetchaburi,0.0,W,6.096,7.391,-0.353,
170,PCH002,760803.0,แก่งกระจาน,12.9347,99.7805,76.0,วังจันทร์,แก่งกระจาน,เพชรบุรี,แม่น้ำเพชรบุรี,Petch Buri 2,Wang Chan,Kaeng Krachan,Phetchaburi,0.0,W,24.105,23.312,17.144,
171,PCH003,760511.0,ท่ายาง,12.81346,99.79404,76.0,กลัดหลวง,ท่ายาง,เพชรบุรี,แม่น้ำเพชรบุรี,Tha Yang,Klat Luang,Tha Yang,Phetchaburi,16.295,W,26.09,26.6,21.835,
172,PIN001,630204.0,บ้านตาก,17.04065,99.0662,63.0,ตากตก,บ้านตาก,ตาก,แม่น้ำปิง,Ping 1,Tak Tok,Ban Tak,Tak,0.0,W,121.6,121.6,118.19,
173,PIN002,630903.0,เมืองตาก,16.78656,99.18398,63.0,ประดาง,วังเจ้า,ตาก,แม่น้ำปิง,Ping 2,Pradang,Wang Chao,Tak,0.0,W,101.829,104.266,93.43,
174,PIN003,620107.0,สะพานลานดอกไม้,16.62822,99.43257,62.0,ลานดอกไม้,เมืองกำแพงเพชร,กำแพงเพชร,แม่น้ำปิง,Ping 3,Lan Dokmai,Mueang Kamphaeng Phet,Kamphaeng Phet,0.0,W,84.613,85.393,80.53,
175,PIN004,620404.0,ขาณุวรลักษบุรี,16.064704,99.860384,62.0,ป่าพุทรา,ขาณุวรลักษบุรี,กำแพงเพชร,แม่น้ำปิง,Ping 4,Pa Phutsa,Khanu Woralaksaburi,Kamphaeng Phet,0.0,W,45.331,43.922,38.988,
176,PIN005,600605.0,เก้าเลี้ยว,15.85066,100.05231,60.0,หัวดง,เก้าเลี้ยว,นครสวรรค์,แม่น้ำปิง,Ping 5,Hua Dong,Kao Liao,Nakhon Sawan,0.0,W,31.197,32.915,25.85,
177,PIN006,620105.0,เมืองกำแพงเพชร (P7A),16.477605,99.517644,62.0,นครชุม,เมืองกำแพงเพชร,กำแพงเพชร,แม่น้ำปิง,Mueang Kamphaeng Phet (P7A),Nakhon Chum,Mueang Kamphaeng Phet,Kamphaeng Phet,0.0,W,78.69,78.74,71.5,
178,PRC001,250201.0,กบินทร์บุรี,13.9866,101.705,25.0,กบินทร์,กบินทร์บุรี,ปราจีนบุรี,แม่น้ำปราจีนบุรี,Prachinburi 1,Kabin,Kabin Buri,Prachin Buri,0.0,W,11.75,11.62,0.44,
179,PRC002,250101.0,เมืองปราจีนบุรี,14.0525,101.373,25.0,หน้าเมือง,เมืองปราจีนบุรี,ปราจีนบุรี,แม่น้ำปราจีนบุรี,Prachinburi 2,Na Mueang,Mueang Prachin Buri,Prachin Buri,0.0,W,5.44,6.42,-4.27,
180,PRC003,250303.0,นาดี,14.13359,101.72765,25.0,สะพานหิน,นาดี,ปราจีนบุรี,แม่น้ำปราจีนบุรี,Na Di,Saphan Hin,Na Di,Prachin Buri,0.0,W,17.336,17.49,6.714,
181,PRC004,250701.0,ประจันตคาม (KGT7A),14.07069,101.51907,25.0,ประจันตคาม,ประจันตคาม,ปราจีนบุรี,แม่น้ำปราจีนบุรี,Prachinburi 4,Prachantakham,Prachantakham,Prachin Buri,0.0,W,6.8545,6.6625,86.46164426877469,
182,PRC005,250803.0,ศรีมหาโพธิ (KGT6),13.97306,101.51726,25.0,บ้านทาม,ศรีมหาโพธิ,ปราจีนบุรี,แม่น้ำปราจีนบุรี,Prachinburi 5,Ban Tham,Si Maha Phot,Prachin Buri,0.0,W,7.5808,7.9828,86.46164426877469,
183,PRN001,770608.0,ปราณบุรี,12.39006,99.91111,77.0,วังก์พง,ปราณบุรี,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,Pran Buri 1,Wang Phong,Pran Buri,Prachuap Khiri Khan,0.0,W,6.627,8.263,-0.593,
184,PRN002,770705.0,หัวหิน,12.50846,99.84206,77.0,ทับใต้,หัวหิน,ประจวบคีรีขันธ์,ชายฝั่งทะเลประจวบคีรีขันธ์,Pran Buri 2,Thap Tai,Hua Hin,Prachuap Khiri Khan,20.423,W,32.162,31.776,28.287,
185,PYO001,560101.0,ท้ายกว๊านพะเยา,19.15981,99.9145,56.0,เวียง,เมืองพะเยา,พะเยา,แม่น้ำโขง,Kwan Phayao,Wiang,Mueang Phayao,Phayao,0.0,W,393.24,392.53,387.24,
186,RAJ001,700709.0,โพธาราม,13.6331,99.8165,70.0,เจ็ดเสมียน,โพธาราม,ราชบุรี,แม่น้ำแม่กลอง,Ratchaburi 1,Chet Samian,Photharam,Ratchaburi,0.0,W,7.845,9.028,-2.399,
187,RAJ002,700514.0,บ้านโป่ง,13.81871,99.86498,70.0,เบิกไพร,บ้านโป่ง,ราชบุรี,แม่น้ำแม่กลอง,Ratchaburi 2,Boek Phrai,Ban Pong,Ratchaburi,0.0,W,11.599,11.54,0.237,
188,RAJ003,700301.0,สวนผึ้ง,13.54368,99.35422,70.0,สวนผึ้ง,สวนผึ้ง,ราชบุรี,แม่น้ำแม่กลอง,Ratchaburi 3,Suan Phueng,Suan Phueng,Ratchaburi,0.0,W,99.384,100.608,92.935,
189,RAY001,210308.0,เมืองแกลง,12.80299,101.65021,21.0,บ้านนา,แกลง,ระยอง,ชายฝั่งทะเลตะวันออก,Mueang Klaeng,Ban Na,Klaeng,Rayong,0.0,W,3.899,4.204,-0.158,
190,RAY002,210506.0,หนองบัว,12.84922,101.30134,21.0,หนองบัว,บ้านค่าย,ระยอง,ชายฝั่งทะเลตะวันออก,Nong Bua,Nong Bua,Ban Khai,Rayong,0.0,W,17.008,15.967,86.46164426877469,
191,RAY003,210111.0,ทับมา,12.73794,101.22841,21.0,ทับมา,เมืองระยอง,ระยอง,ชายฝั่งทะเลตะวันออก,Thap Ma,Thap Ma,Mueang Rayong,Rayong,0.0,W,11.482,12.266,86.46164426877469,
192,RAY004,210504.0,บ้านค่าย,12.70687,101.3003,21.0,ตาขัน,บ้านค่าย,ระยอง,ชายฝั่งทะเลตะวันออก,Ban Khai,Ta Khan,Ban Khai,Rayong,0.0,W,5.191,3.333,86.46164426877469,
193,RNG001,850101.0,เมืองระนอง,9.96157,98.64472,85.0,เขานิเวศน์,เมืองระนอง,ระนอง,ภาคใต้ฝั่งตะวันตก,Mueang Ranong,Khao Niwet,Mueang Ranong,Ranong,0.0,W,12.112,10.387,7.2,
194,SAY001,960902.0,สุคิริน,5.94409,101.771046,96.0,สุคิริน,สุคิริน,นราธิวาส,ภาคใต้ฝั่งตะวันออก,Sai Buri 1,Sukhirin,Sukhirin,Narathiwat,0.0,W,,,86.46164426877469,
195,SAY002,960703.0,ศรีสาคร,6.227405,101.497046,96.0,ศรีสาคร,ศรีสาคร,นราธิวาส,ภาคใต้ฝั่งตะวันออก,Sai Buri 2,Si Sakhon,Si Sakhon,Narathiwat,0.0,W,35.04,35.03,22.49,
196,SKE001,270103.0,คลองพระปรง,13.93735,101.92236,27.0,ศาลาลำดวน,เมืองสระแก้ว,สระแก้ว,แม่น้ำปราจีนบุรี,Klong Pra Prong,Sala Lamduan,Mueang Sa Kaeo,Sa Kaeo,0.0,W,16.171,16.053,9.04,
197,SKE002,270108.0,เมืองสระแก้ว,13.80965,102.05432,27.0,สระขวัญ,เมืองสระแก้ว,สระแก้ว,แม่น้ำปราจีนบุรี,Mueang Sa Kaeo,Sa Khwan,Mueang Sa Kaeo,Sa Kaeo,0.0,W,35.905,34.909,24.321,
198,SKE003,270608.0,คลองพรหมโหด,13.7058768,102.4817152,27.0,บ้านใหม่หนองไทร,อรัญประเทศ,สระแก้ว,โตนเลสาป,Klong Prom Hod,Ban Mai Nong Sai,Aranyaprathet,Sa Kaeo,0.0,W,44.389,45.109,38.743,
199,SKG001,610301.0,สว่างอารมณ์,15.58584,99.86565,61.0,สว่างอารมณ์,สว่างอารมณ์,อุทัยธานี,แม่น้ำสะแกกรัง,Sakae Krang 1,Sawang Arom,Sawang Arom,Uthai Thani,0.0,W,36.93,35.896,29.3,
200,SKG002,610101.0,เมืองอุทัยธานี,15.37084,100.0442,61.0,อุทัยใหม่,เมืองอุทัยธานี,อุทัยธานี,แม่น้ำสะแกกรัง,Sakae Krang 2,Uthai Mai,Mueang Uthai Thani,Uthai Thani,0.0,W,17.797,17.842,10.97,
201,SKG003,620411.0,สะพานต้นน้ำ (เกาะแก้ว-ตลิ่งสูง),15.91436,99.4193,62.0,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,แม่น้ำสะแกกรัง,Ton num Bridge,Pang Makha,Khanu Woralaksaburi,Kamphaeng Phet,0.0,W,,,102.34,
202,SKG004,601303.0,สะพานแม่เลย์,15.84168,99.4181,60.0,แม่เล่ย์,แม่วงก์,นครสวรรค์,แม่น้ำสะแกกรัง,Sakae Krang 4,Mae Le,Mae Wong,Nakhon Sawan,0.0,W,,,86.46164426877469,
203,SKG005,620411.0,สะพานแม่วงก์,15.90197,99.4705,62.0,ปางมะค่า,ขาณุวรลักษบุรี,กำแพงเพชร,แม่น้ำสะแกกรัง,Maewong Bridge,Pang Makha,Khanu Woralaksaburi,Kamphaeng Phet,0.0,W,,,86.46164426877469,
204,SKG006,601116.0,ศาลเจ้าไก่ต่อ (TSK.2),15.78585,99.6784,60.0,ศาลเจ้าไก่ต่อ,ลาดยาว,นครสวรรค์,แม่น้ำสะแกกรัง,Sakae Krang 6,San Chao Kai To,Lat Yao,Nakhon Sawan,0.0,W,,,86.46164426877469,
205,SKG007,601116.0,คลองกลาง,15.78329,99.6532,60.0,ศาลเจ้าไก่ต่อ,ลาดยาว,นครสวรรค์,แม่น้ำสะแกกรัง,Sakae Krang 7,San Chao Kai To,Lat Yao,Nakhon Sawan,0.0,W,,,86.46164426877469,
206,SKM001,471104.0,อากาศอำนวย,17.77758,104.01511,47.0,โพนงาม,อากาศอำนวย,สกลนคร,แม่น้ำโขง,Songkram 1,Phon Ngam,Akat Amnuai,Sakon Nakhon,0.0,W,136.285,136.935,124.75,
207,SKM003,471006.0,บ้านม่วง,17.82158,103.38708,47.0,ห้วยหลัว,บ้านม่วง,สกลนคร,แม่น้ำโขง,Song Kram 3,Huai Lua,Ban Muang,Sakon Nakhon,0.0,W,154.5,154.5,145.86,154.5
208,SKM004,480801.0,ศรีสงคราม,17.67479,104.28576,48.0,ศรีสงคราม,ศรีสงคราม,นครพนม,แม่น้ำโขง,Sri Songkram,Sri Songkram,Sri Songkram,Nakhon Phanom,0.0,W,145.73,146.31,129.587,
209,SKM005,471207.0,สว่างแดนดิน,17.59462,103.38453,47.0,โพนสูง,สว่างแดนดิน,สกลนคร,แม่น้ำโขง,Sawang Daen Din,Phon Sung,Sawang Daen Din,Sakon Nakhon,0.0,W,157.209,156.592,150.1,
210,SLA001,901104.0,หาดใหญ่,6.979713637,100.4636725,90.0,คอหงส์,หาดใหญ่,สงขลา,ทะเลสาบสงขลา,Songkhla Lake 1,Kho Hong,Hat Yai,Songkhla,0.0,W,8.601,9.032,-3.329,
211,SLA002,901602.0,คลองหอยโข่ง,6.93138,100.44007,90.0,ทุ่งลาน,คลองหอยโข่ง,สงขลา,ทะเลสาบสงขลา,Song Khla Lake 2,Thung Lan,Khlong Hoi Khong,Songkhla,0.0,W,8.056,8.599,-1.601,
212,SLA003,901006.0,สะเดา,6.796643366,100.4420288,90.0,ท่าโพธิ์,สะเดา,สงขลา,ทะเลสาบสงขลา,Songkhla Lake 3,Tha Pho,Sadao,Songkhla,0.0,W,17.298,17.32,8.393,
213,SLA005,901507.0,ปากรอ,7.26143,100.42433,90.0,ปากรอ,สิงหนคร,สงขลา,ทะเลสาบสงขลา,Songkhla Lake 5,Pak Ro,Singhanakhon,Songkhla,0.0,W,0.97,1.62,-6.36,
214,SLA007,901402.0,บางกล่ำ,7.079451,100.427841,90.0,ท่าช้าง,บางกล่ำ,สงขลา,ทะเลสาบสงขลา,Songkhla 7,Tha Chang,Bang Klam,Songkhla,0.0,W,1.038,1.038,-1.91,
215,STU001,910105.0,เมืองสตูล,6.7266272,100.062592,91.0,ฉลุง,เมืองสตูล,สตูล,ภาคใต้ฝั่งตะวันตก,Satun 1,Chalung,Mueang Satun,Satun,0.0,W,15.148,15.139,12.922,
216,STU002,910502.0,ละงู,6.88579,99.80436,91.0,ละงู,ละงู,สตูล,ภาคใต้ฝั่งตะวันตก,La-ngu,La-ngu,La-ngu,Satun,-7.672,W,2.033,3.023,-1.172,
217,STU003,910702.0,มะนัง,6.94082,99.87296,91.0,นิคมพัฒนา,มะนัง,สตูล,ภาคใต้ฝั่งตะวันตก,Manang,Nikhom Phatthana,Manang,Satun,2.044,W,12.884,13.184,4.144,
218,STU004,910303.0,ควนกาหลง,6.92839,99.93607,91.0,อุใดเจริญ,ควนกาหลง,สตูล,ภาคใต้ฝั่งตะวันตก,Khuan Kalong,Udai Charoen,Khuan Kalong,Satun,16.132,W,28.887,26.037,19.632,
219,SVI001,860701.0,สวี 1,10.23119005,99.09837312,86.0,นาโพธิ์,สวี,ชุมพร,ภาคใต้ฝั่งตะวันออก,Sawi 1,Na Pho,Sawi,Chumphon,0.0,W,3.598,2.702,-3.542,
220,SVI002,860709.0,สวี 2,10.20323,99.04354,86.0,นาสัก,สวี,ชุมพร,ภาคใต้ฝั่งตะวันออก,Sawi 2,Na Sak,Sawi,Chumphon,0.0,W,9.661,9.692,-1.96,
221,TB0001,550117.0,บ้านกาใส,18.8657,100.676,55.0,สะเนียน,เมืองน่าน,น่าน,แม่น้ำน่าน,Ban Ka Sai,Sanian,Mueang Nan,Nan,0.0,W,,,86.46164426877469,
222,TB0002,550117.0,สะพานสองแคว,18.8641,100.641,55.0,สะเนียน,เมืองน่าน,น่าน,แม่น้ำน่าน,Song Kwae Bridge,Sanian,Mueang Nan,Nan,0.0,W,,,86.46164426877469,
223,TB0003,342403.0,สะพานข้ามลำเซบก,15.5038,104.966,34.0,ท่าเมือง,ดอนมดแดง,อุบลราชธานี,แม่น้ำมูล,Lum Se Bok Bridge,Tha Mueang,Don Mot Daeng,Ubon Ratchathani,0.0,W,,,86.46164426877469,
224,TB0004,190401.0,คลองแม่น้ำใน,14.3001,100.942,19.0,หนองหมู,วิหารแดง,สระบุรี,แม่น้ำเจ้าพระยา,Maenam Nai,Nong Mu,Wihan Daeng,Saraburi,0.0,W,,,86.46164426877469,
225,TB0005,190406.0,อบต.เจริญธรรม,14.3782,101.001,19.0,เจริญธรรม,วิหารแดง,สระบุรี,แม่น้ำเจ้าพระยา,Charoentham,Charoentham,Wihan Daeng,Saraburi,0.0,W,,,86.46164426877469,
226,TB0006,501208.0,เทศบาลตำบลทุ่งสะโตก,18.57384,98.86221,50.0,ทุ่งสะโตก,สันป่าตอง,เชียงใหม่,แม่น้ำปิง,Thung Satok,Thung Satok,San Pa Tong,Chiang Mai,0.0,W,,,86.46164426877469,
227,TBW008,501411.0,ฝ่ายส่งน้ำและบำรุงรักษาที่ 2,18.8835,99.0817,50.0,เมืองเล็น,สันทราย,เชียงใหม่,แม่น้ำปิง,Water Transmission and Maintenance 2,Mueang Len,San Sai ,Chiang Mai,319.784,W,322.227,322.39,318.75,
228,TBW009,520113.0,อ่างเก็บน้ำแม่เกี๋ยง,18.4327,99.4982,52.0,บ้านเอื้อม,เมืองลำปาง,ลำปาง,แม่น้ำวัง,Huai Mae Kiang,Ban Ueam,Mueang Lampang,Lampang,320.662,W,,,86.46164426877469,
229,TBW014,600306.0,สะพานข้ามคลองเกรียงไกร,15.8431,100.2114,60.0,บางเคียน,ชุมแสง,นครสวรรค์,แม่น้ำน่าน,Khlong Kriang Krai Bridge,Bang Khian,Chum Saeng,Nakhon Sawan,12.258,W,23.301,25.111,17.318,
230,TBW018,310720.0,อ่างเก็บน้ำคูขาด,14.5599,102.9515,31.0,ประทัดบุ,ประโคนชัย,บุรีรัมย์,แม่น้ำมูล,Khu Khad ,Prathat Bu,Prakhon Chai,Buri Ram,187.021,W,,,86.46164426877469,
231,TBW020,860207.0,สะพานข้ามคลองคดศอก,10.7556,99.1795,86.0,หงษ์เจริญ,ท่าแซะ,ชุมพร,ภาคใต้ฝั่งตะวันออก,Khot Sok,Hong Charoen,Tha sae,Chumphon,10.044,W,21.328,21.585,16.08,
232,TBW021,860205.0,สะพานมิตรภาพรับร่อ-หินแก้ว,10.6074,99.0953,86.0,รับร่อ,ท่าแซะ,ชุมพร,ภาคใต้ฝั่งตะวันออก,Rap Ro - Hin Kaeo Bridge,Rap Ro,Tha Sae,Chumphon,0.0,W,15.671,16.701,6.483,
233,TBW022,570102.0,สะพานแม่ฟ้าหลวง,19.92219,99.81782,57.0,รอบเวียง,เมืองเชียงราย,เชียงราย,แม่น้ำกก,Kok 1,Rop Wiang,Mueang Chiang Rai,Chiang Rai,0.0,W,394.613,392.258,388.479,
234,TBW023,570602.0,คลองแม่พุง,19.5665,99.9842,57.0,ป่าแงะ,ป่าแดด,เชียงราย,แม่น้ำโขง,Ing 3,Pa Ngae,Pa Daet,Chiang Rai,0.0,W,384.427,385.843,379.367,
235,TBW024,570308.0,สะพานอิงอุดม,20.1963,100.4417,57.0,ศรีดอนชัย,เชียงของ,เชียงราย,แม่น้ำโขง,Ing 1,Si Don Chai,Chiang Khong,Chiang Rai,0.0,W,349.28,349.69,335.379,
236,TBW025,460403.0,คลองปาว,16.2592,103.6904,46.0,เหล่าอ้อย,ร่องคำ,กาฬสินธุ์,แม่น้ำชี,Chi 1-1,Lao Aoi,Rong Kham,Kalasin ,0.0,W,134.124,133.249,125.276,
237,TBW026,461402.0,ห้วยยัง,16.6035,103.9623,46.0,ไค้นุ่น,ห้วยผึ้ง,กาฬสินธุ์,แม่น้ำชี,Chi 11-1,Khai Nun,Huai Phueng,Kalasin ,0.0,W,162.184,162.953,155.151,
238,TBW027,470408.0,ลำน้ำอูน,17.3228,103.979,47.0,สว่าง,พรรณานิคม,สกลนคร,แม่น้ำโขง,Songkhram 2,Sawang,Phanna Nikhom,Sakon Nakhon,0.0,W,154.846,157.343,148.233,
239,TBW028,471101.0,บ้านโพธิ์ชัยทอง,17.5997,103.9809,47.0,อากาศ,อากาศอำนวย,สกลนคร,แม่น้ำโขง,Songkhram 3,Akat,Akat Amnuai,Sakon Nakhon,0.0,W,151.09,149.486,142.917,
240,TBW029,450701.0,ลำน้ำยัง,16.3206,104.0224,45.0,แวง,โพนทอง,ร้อยเอ็ด,แม่น้ำชี,Chi 10-1,Waeng,Phon Thong,Roi Et,0.0,W,142.177,144.318,86.46164426877469,
241,TBW030,471401.0,ลำน้ำพุง,16.9966,104.1735,47.0,เต่างอย,เต่างอย,สกลนคร,แม่น้ำโขง,Num Pung,Tao Ngoi,Tao Ngoi,Sakon Nakhon,0.0,W,175.894,175.646,167.025,
242,TBW031,350505.0,ห้วยลำโพง,15.8062,104.328,35.0,ศรีฐาน,ป่าติ้ว,ยโสธร,แม่น้ำมูล,Yasothon 2,Si Than,Pa Tio,Yasothon,0.0,W,127.841,129.678,120.786,
243,TBW032,480708.0,ลำน้ำก่ำ,17.0306,104.4147,48.0,หนองบ่อ,นาแก,นครพนม,แม่น้ำโขง,Num Kum 1,Maet Na Thom,Khok Si Suphan,Sakon Nakhon,0.0,W,152.375,154.547,142.336,
244,TBW033,350803.0,ลำเซบาย,16.1954,104.5255,35.0,สวาท,เลิงนกทา,ยโสธร,แม่น้ำมูล,Yasothon 1,Sawat,Loeng Nok Tha,Yasothon,0.0,W,146.637,144.663,140.269,
245,THA001,180106.0,สะพานคง-ศุข ศรีสวัสดิ์,15.22503,100.07826,18.0,หาดท่าเสา,เมืองชัยนาท,ชัยนาท,แม่น้ำเจ้าพระยา,Tha Chin 1,Tha Hat Sao,Mueang Chai Nat,Chai Nat,0.0,W,19.545,19.808,7.578,
246,THA002,180502.0,สรรคบุรี (แม่น้ำน้อย),15.06407,100.16292,18.0,เที่ยงแท้,สรรคบุรี,ชัยนาท,แม่น้ำเจ้าพระยา,Tha Chin 2,Thiang Thae,Sankhaburi,Chai Nat,0.0,W,15.412,14.828,7.228,
247,THA003,720302.0,ด่านช้าง,14.83503,99.66538,72.0,ด่านช้าง,ด่านช้าง,สุพรรณบุรี,แม่น้ำท่าจีน,Tha Chin 3,Dan Chang,Dan Chang,Suphan Buri,0.0,W,65.386,65.306,61.461,
248,THA004,720803.0,สามชุก,14.751473,100.095834,72.0,สามชุก,สามชุก,สุพรรณบุรี,แม่น้ำท่าจีน,Tha Chin 4,Sam Chuk,Sam Chuk,Suphan Buri,0.0,W,9.602,7.184,1.947,
249,THA005,720101.0,เมืองสุพรรณบุรี,14.47049,100.11475,72.0,ท่าพี่เลี้ยง,เมืองสุพรรณบุรี,สุพรรณบุรี,แม่น้ำท่าจีน,Tha Chin 5,Tha Phi Liang,Mueang Suphan Buri,Suphan Buri,0.0,W,4.509,5.02,-1.395,
250,THA006,720703.0,บางตาเถร,14.157492,100.127761,72.0,บางตาเถร,สองพี่น้อง,สุพรรณบุรี,แม่น้ำท่าจีน,Tha Chin 6,Bang Ta Then,Song Phi Nong,Suphan Buri,0.0,W,2.3,2.3,-2.948,3.0
251,THA007,730501.0,บางเลน,14.016356,100.179869,73.0,บางเลน,บางเลน,นครปฐม,แม่น้ำท่าจีน,Tha Chin 7,Bang Len,Bang Len,Nakhon Pathom,0.0,W,2.4,2.4,-2.016,
252,THA008,730603.0,สามพราน,13.79216,100.19796,73.0,หอมเกร็ด,สามพราน,นครปฐม,แม่น้ำท่าจีน,Tha Chin 8,Hom Kret,Sam Phran,Nakhon Pathom,0.0,W,2.968,1.951,-7.672,
